"Name.en","Name.fr","Name.de"
"[SA7] Private nonfarm wages and salaries: Business services","[SA7] les salaires non agricoles privés et salaires: Services aux entreprises","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Dienstleistungen für Unternehmen"
"[CA5] Private nonfarm earnings: Automotive repair, services, and parking","[CA5] privées gains non agricoles: Automobile réparation, services, et un parking","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Kfz-Reparatur, Dienstleistungen und Parkplatz"
"[CA6] Private nonfarm compensation: Automotive repair, services, and parking","[CA6] Private rémunération non agricole: Automobile réparation, services, et un parking","[CA6] Privat außerhalb der Landwirtschaft Entschädigung: Kfz-Reparatur, Dienstleistungen und Parkplatz"
"[SA25] Private nonfarm employment: Automotive repair, services, and parking","[SA25] de l'emploi privé non agricole: Réparation automobile, services, et un parking","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Kfz-Reparatur, Dienstleistungen und Parkplatz"
"[SA27] Private nonfarm wage and salary employment: Automotive repair, services, and parking","[SA27] salaire privé non agricole et de l'emploi de salaire: la réparation automobile, des services, et un parking","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Kfz-Reparatur, Dienstleistungen und Parkplatz"
"[SA5] Private nonfarm earnings: Automotive repair, services, and parking","[SA5] privées gains non agricoles: Automobile réparation, services, et un parking","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Kfz-Reparatur, Dienstleistungen und Parkplatz"
"[SA6] Private nonfarm compensation: Automotive repair, services, and parking","[SA6] Private rémunération non agricole: Automobile réparation, services, et un parking","[SA6] Privat außerhalb der Landwirtschaft Entschädigung: Kfz-Reparatur, Dienstleistungen und Parkplatz"
"[SA7] Private nonfarm wages and salaries: Automotive repair, services, and parking","[SA7] traitements et salaires non agricoles privés: la réparation automobile, des services, et un parking","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Kfz-Reparatur, Dienstleistungen und Parkplatz"
"[CA5] Private nonfarm earnings: Miscellaneous repair services","[CA5] privées bénéfice non agricoles: Services de réparation Divers","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Verschiedene Reparaturdienste"
"[CA6] Private nonfarm compensation: Miscellaneous repair services","[CA6] Private rémunération non agricole: Services de réparation Divers","[CA6] Privat außerhalb der Landwirtschaft Entschädigung: Sonstiges Reparaturdienste"
"[SA25] Private nonfarm employment: Miscellaneous repair services","[SA25] de l'emploi non agricole privé: Services de réparation Divers","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Sonstiges Reparaturdienste"
"[SA27] Private nonfarm wage and salary employment: Miscellaneous repair services","[SA27] salaire non agricole privé et de l'emploi de salaire: Services de réparation Divers","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Sonstiges Reparaturdienste"
"[SA5] Private nonfarm earnings: Miscellaneous repair services","[SA5] privées bénéfice non agricoles: Services de réparation Divers","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Verschiedene Reparaturdienste"
"[SA6] Private nonfarm compensation: Miscellaneous repair services","[SA6] Private rémunération non agricole: Services de réparation Divers","[SA6] Privat außerhalb der Landwirtschaft Entschädigung: Sonstiges Reparaturdienste"
"[SA7] Private nonfarm wages and salaries: Miscellaneous repair services","[SA7] les salaires non agricoles privés et traitements: Services de réparation Divers","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Verschiedene Reparaturdienste"
"[CA5] Private nonfarm earnings: Amusement and recreation services","[CA5] privées bénéfice non agricoles: Services de divertissement et de loisirs","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Freizeitparks und Freizeitgestaltung"
"[CA6] Private nonfarm compensation: Amusement and recreation services","[CA6] privée rémunération non agricole: Services de divertissement et de loisirs","[CA6] Privat außerhalb der Landwirtschaft Entschädigung: Freizeitparks und Freizeitgestaltung"
"[SA25] Private nonfarm employment: Amusement and recreation services","[SA25] l'emploi non agricole privé: Services de divertissement et de loisirs","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Freizeitparks und Freizeitgestaltung"
"[SA27] Private nonfarm wage and salary employment: Amusement and recreation services","[SA27] salaire non agricole privé et de l'emploi de salaire: Services de divertissement et de loisirs","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Freizeitparks und Freizeitgestaltung"
"[SA5] Private nonfarm earnings: Amusement and recreation services","[SA5] privées bénéfice non agricoles: Services de divertissement et de loisirs","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Freizeitparks und Freizeitgestaltung"
"[SA6] Private nonfarm compensation: Amusement and recreation services","[SA6] privée rémunération non agricole: Services de divertissement et de loisirs","[SA6] Privat außerhalb der Landwirtschaft Entschädigung: Freizeitparks und Freizeitgestaltung"
"[SA7] Private nonfarm wages and salaries: Amusement and recreation services","[SA7] les salaires non agricoles privés et salaires: Services de divertissement et de loisirs","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Freizeitparks und Freizeitgestaltung"
"[CA5] Private nonfarm earnings: Motion pictures","[CA5] privées bénéfice non agricoles: Les images animées","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Bewegte Bilder"
"[CA6] Private nonfarm compensation: Motion pictures","[CA6] non agricoles privés compensation: Les images animées","[CA6] Privat außerhalb der Landwirtschaft Kompensation: Bewegte Bilder"
"[SA25] Private nonfarm employment: Motion pictures","[SA25] l'emploi non agricole privé: Les images animées","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Bewegte Bilder"
"[SA27] Private nonfarm wage and salary employment: Motion pictures","[SA27] salaire non agricole privé et de l'emploi de salaire: Les images animées","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Bewegte Bilder"
"[SA5] Private nonfarm earnings: Motion pictures","[SA5] privées bénéfice non agricoles: Les images animées","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Bewegte Bilder"
"[SA6] Private nonfarm compensation: Motion pictures","[SA6] non agricoles privés compensation: Les images animées","[SA6] Privat außerhalb der Landwirtschaft Kompensation: Bewegte Bilder"
"[SA7] Private nonfarm wages and salaries: Motion pictures","[SA7] les salaires non agricoles privés et salaires: Les images animées","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Bewegte Bilder"
"[CA5] Private nonfarm earnings: Health services","[CA5] privées bénéfice non agricoles: les services de santé","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Gesundheitsdienste"
"[CA6] Private nonfarm compensation: Health services","[CA6] rémunération non agricole privée: Les services de santé","[CA6] Privat außerhalb der Landwirtschaft Entschädigung: Gesundheitsdienste"
"[SA25] Private nonfarm employment: Health services","[SA25] l'emploi non agricole privé: les services de santé","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Gesundheitswesen"
"[SA27] Private nonfarm wage and salary employment: Health services","[SA27] salaire non agricole privé et de l'emploi de salaire: Les services de santé","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Gesundheitswesen"
"[SA5] Private nonfarm earnings: Health services","[SA5] privées bénéfice non agricoles: les services de santé","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Gesundheitsdienste"
"[SA6] Private nonfarm compensation: Health services","[SA6] rémunération non agricole privée: Les services de santé","[SA6] Privat außerhalb der Landwirtschaft Entschädigung: Gesundheitsdienste"
"[SA7] Private nonfarm wages and salaries: Health services","[SA7] les salaires non agricoles privées et les salaires: les services de santé","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Gesundheitsdienste"
"[CA5] Private nonfarm earnings: Legal services","[CA5] privées bénéfice non agricoles: Services juridiques","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Juristische Dienstleistungen"
"[CA6] Private nonfarm compensation: Legal services","[CA6] Private rémunération non agricole: Services juridiques","[CA6] Privat außerhalb der Landwirtschaft Entschädigung: Juristische Dienstleistungen"
"[SA25] Private nonfarm employment: Legal services","[SA25] de l'emploi non agricole privé: Services juridiques","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Juristische Dienstleistungen"
"[SA27] Private nonfarm wage and salary employment: Legal services","[SA27] salaire non agricole privé et de l'emploi de salaire: Services juridiques","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Juristische Dienstleistungen"
"[SA5] Private nonfarm earnings: Legal services","[SA5] privées bénéfice non agricoles: Services juridiques","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Juristische Dienstleistungen"
"[SA6] Private nonfarm compensation: Legal services","[SA6] Private rémunération non agricole: Services juridiques","[SA6] Privat außerhalb der Landwirtschaft Entschädigung: Juristische Dienstleistungen"
"[SA7] Private nonfarm wages and salaries: Legal services","[SA7] les salaires non agricoles privés et traitements: Services juridiques","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Juristische Dienstleistungen"
"[CA5] Private nonfarm earnings: Educational services","[CA5] privées bénéfice non agricoles: Services éducatifs","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Bildungsleistungen"
"[CA6] Private nonfarm compensation: Educational services","[CA6] Private rémunération non agricole: Services éducatifs","[CA6] Privat außerhalb der Landwirtschaft Entschädigung: Bildungsleistungen"
"[SA25] Private nonfarm employment: Educational services","[SA25] de l'emploi non agricole privé: Services éducatifs","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Bildungsleistungen"
"[SA27] Private nonfarm wage and salary employment: Educational services","[SA27] salaire non agricole privé et de l'emploi de salaire: Services éducatifs","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Bildungsleistungen"
"[SA5] Private nonfarm earnings: Educational services","[SA5] privées bénéfice non agricoles: Services éducatifs","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Bildungsleistungen"
"[SA6] Private nonfarm compensation: Educational services","[SA6] Private rémunération non agricole: Services éducatifs","[SA6] Privat außerhalb der Landwirtschaft Entschädigung: Bildungsleistungen"
"[SA7] Private nonfarm wages and salaries: Educational services","[SA7] les salaires non agricoles privés et traitements: Services éducatifs","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Bildungsleistungen"
"[CA5] Private nonfarm earnings: Social services","[CA5] privées gains non agricoles: Services sociaux","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Sozialdienste"
"[CA6] Private nonfarm compensation: Social services","[CA6] Private rémunération non agricole: Services sociaux","[CA6] Privat außerhalb der Landwirtschaft Entschädigung: Sozialdienste"
"[SA25] Private nonfarm employment: Social services","[SA25] de l'emploi non agricole privé: Services sociaux","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Sozialdienste"
"[SA27] Private nonfarm wage and salary employment: Social services","[SA27] salaire non agricole privé et de l'emploi de salaire: Services sociaux","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Sozialdienste"
"[SA5] Private nonfarm earnings: Social services","[SA5] privées gains non agricoles: Services sociaux","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Sozialdienste"
"[SA6] Private nonfarm compensation: Social services","[SA6] Private rémunération non agricole: Services sociaux","[SA6] Privat außerhalb der Landwirtschaft Entschädigung: Sozialdienste"
"[SA7] Private nonfarm wages and salaries: Social services","[SA7] les salaires non agricoles privés et salaires: Services sociaux","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Sozialdienste"
"[CA5] Private nonfarm earnings: Museums, botanical, zoological gardens","[CA5] privées gains non agricoles: Musées, botanique, jardins zoologiques","[CA5] Privat außerhalb der Landwirtschaft Ergebnis: Museen, botanische, zoologische Gärten"
"[CA6] Private nonfarm compensation: Museums, botanical, zoological gardens","[CA6] Private rémunération non agricole: Musées, botanique, jardins zoologiques","[CA6] Privat außerhalb der Landwirtschaft Entschädigung: Museen, botanische, zoologische Gärten"
"[SA25] Private nonfarm employment: Museums, botanical, zoological gardens","[SA25] de l'emploi non agricole privé: Musées, botanique, jardins zoologiques","[SA25] Privat außerhalb der Landwirtschaft Beschäftigung: Museen, botanische, zoologische Gärten"
"[SA27] Private nonfarm wage and salary employment: Museums, botanical, zoological gardens","[SA27] salaire non agricole privé et de l'emploi de salaire: Musées, botanique, jardins zoologiques","[SA27] Privat außerhalb der Landwirtschaft Lohn- und Gehalts Beschäftigung: Museen, botanische, zoologische Gärten"
"[SA5] Private nonfarm earnings: Museums, botanical, zoological gardens","[SA5] privées gains non agricoles: Musées, botanique, jardins zoologiques","[SA5] Privat außerhalb der Landwirtschaft Ergebnis: Museen, botanische, zoologische Gärten"
"[SA6] Private nonfarm compensation: Museums, botanical, zoological gardens","[SA6] Private rémunération non agricole: Musées, botanique, jardins zoologiques","[SA6] Privat außerhalb der Landwirtschaft Entschädigung: Museen, botanische, zoologische Gärten"
"[SA7] Private nonfarm wages and salaries: Museums, botanical, zoological gardens","[SA7] les salaires non agricoles privés et traitements: Musées, botanique, jardins zoologiques","[SA7] Privat außerhalb der Landwirtschaft Löhne und Gehälter: Museen, botanische, zoologische Gärten"
